HFC,Office Name,Address (Detailed),Pincode,District,State
PNB,Gudivada (Rajendran Nagar),"PNB Housing Finance Limited,10/142, Rajendran Nagar, Beside Axis Bank, Gudivada",521301,Gudivada,Andhra Pradesh
PNB,Guntur (Arundalpet),"PNB Housing Finance Limited, D.No:7E-3-146, Kottagudem Centre, Kaikaluru bypass Road, Eluru Muncipality,",522002,Guntur,Andhra Pradesh
PNB,Hyderabad (Banjara Hills),"PNB Housing Finance Limited, D.No:7E-3-146, Kottagudem Centre, Kaikaluru bypass Road, Eluru Muncipality,",500034,Hyderabad,Andhra Pradesh
PNB,Hyderabad (Kukatpally),"PNB Housing Finance Limited, D.No:7E-3-146, Kottagudem Centre, Kaikaluru bypass Road, Eluru Muncipality,",500072,Hyderabad,Andhra Pradesh
PNB,Hyderabad (LB Nagar Municipality),"PNB Housing Finance Limited, 3rd floor (part) of Plot no.75, Survey no.67, Ward 3, Block no.8, Mansoorabad Village, Saroornagar Mandal, under LB Nagar Municipality",500074,Hyderabad,Andhra Pradesh
PNB,Hyderabad (Nagole),"PNB Housing Finance Limited,Plot no 6 & 7, 3rd floor, Mamatha Nagar colony, beside Canara Bank, Nagole,Hyderabad  ",500068,Hyderabad,Andhra Pradesh
PNB,Kakinada (Kakinada),"Door number 6-5-1, LNT House, Ground Floor, Nookalamma Temple Street, Suryarao Pet, Kakinada",533001,Kakinada,Andhra Pradesh
PNB,Kurnool (Kurnool),"1st Floor, Door No. 87/454-A, Rahmatullah Plaza, 1st Floor, Sri Nagar Colony, Revenue Ward No. 87, Kurnool",518001,Kurnool,Andhra Pradesh
PNB,Nellore,"24-7-13/1, Magunta Layout, Revenue Ward No. 24 – II, Nellore",524003,Nellore,Andhra Pradesh
PNB,Rajahmundry (Rajahmundry),"D.No: 46-11-31, Sivo Home Buildings, First Floor, Danavaipeta, Rajahmundry",533103,Rajahmundry,Andhra Pradesh
PNB,Rajahmundry (Tilak road),"86-7-6, Sri Surya Square, 1st floor, backside of Saibaba temple, Tilak road, Rajahmundry",533106,Rajahmundry,Andhra Pradesh
PNB,Srikakulam (Srikakulam),"2nd Floor, Door No. 63-24/1, M Samba Murthy Complex, SRK Theatre Road, Srikakulam",532001,Srikakulam,Andhra Pradesh
PNB,Tirupati (Tirupati),"1st Floor, Door No. 22-11-27, Renigunta Road, Tirupati",517501,Tirupati,Andhra Pradesh
PNB,Vijayawada (Near Kalanjali Showroom),"Plot No. 39-3, 2nd Floor, MG Road, Near Kalanjali Showroom, Vijayawada",500010,Vijayawada,Andhra Pradesh
PNB,Vijayawada (Vijayawada),"#39-3-1, 2nd floor, Above Anjenayelu Jewellers, MG Road, Vijayawada",520010,Vijayawada,Andhra Pradesh
PNB,Vishakhapatnam (Visakhapatnam),"Savitha Edifice, 2nd floor, Sampath Vinayaka Temple Road, Above Allen Solly Showroom, Vishakapatnam",530003,Visakhapatnam,Andhra Pradesh
PNB,Bhilai (Bhilai),"Shop No. 51, Sada Complex, Nehru Nagar (East), Bhilai",490020,Bhilai,Chhattisgarh
PNB,Bilaspur (Bilaspur),"G-5, 1st Floor, BR Gwallani Chambers, Vyapar Vihar, Bilaspur",495001,Bilaspur,Chhattisgarh
PNB,Raipur (Raipur),"Office No. 111-112, First Floor, Plot No. 1, Block No. 9, DB Corporate Park, Rajbandha Maidan, Raipur",492001,Raipur,Chhattisgarh
PNB,New Delhi (Barakhmba Road),"8th Floor DCM Building 16, Barakhamba Road, C P New Delhi",110001,New Delhi,Delhi / NCR
PNB,New Delhi (Green Park),"S-17, 2nd Floor, Green Park Extension, New Delhi",110016,New Delhi,Delhi / NCR
PNB,New Delhi (Janakpuri),"C2/21, First Floor, C Block, Mata Chanan Devi Road, Janakpuri, New Delhi",110058,New Delhi,Delhi / NCR
PNB,New Delhi (Kalkaji),"2nd Floor, 1046/9, Ravidas Marg, Govind Puri, Kalkaji",110019,New Delhi,Delhi / NCR
PNB,New Delhi (Nangloi),"Plot No. 95, 1st Floor, Khasra No.-126, Ahir Mohalla, Main Najafgarh Road, Nangloi",110041,New Delhi,Delhi / NCR
PNB,New Delhi (Rohini),"Upper Ground Floor, House No. 25, Pocket No.-14, Sector-24, Rohini",110085,New Delhi,Delhi / NCR
PNB,Ahmedabad (Ahmedabad),"2nd Floor, Part I, Megha House, Opp. Kotak Bank, Mithakhali Law Garden Road, Ellisbridge, Ahmedabad",380006,Ahmedabad,Gujarat
PNB,Ahmedabad (Ellis Bridge),"1st Floor, Megha House, Methakhali, Law Garden Road, Ellis Bridge, Ahmedabad",380006,Ahmedabad,Gujarat
PNB,Ahmedabad (Naroda),"FF 110, Kayakalp Avenue, Near Sutar Kharkhana, Naroda, Ahmedabad",382330,Ahmedabad,Gujarat
PNB,Ahmedabad (Odhav),"221, 2nd Floor, Mangalam Arcade, Opp. Odhav Lake, Odhav BRTS Road, Odhav, Ahmedabad",382415,Ahmedabad,Gujarat
PNB,Anand (Anand),"Office no. T-302, Third Floor, C P House, Above Croma, AV Road, Anand",388001,Anand,Gujarat
PNB,Ankleshwar (Ankleshwar),"Office No. 12/30, Second Floor, Omkar-2, Station Road, Near Valia Crossing, Ankleshwar",393001,Ankleshwar,Gujarat
PNB,Chinchwad (Station Road),"1st Floor, Unit No- 103-104, Gokhle Plaza, Station Road, Chinchwad, Pune",411033,Pune,Maharashtra
PNB,Bhavnagar (Bhavnagar),"1st Floor, Office No. 110 & 111, EVA Commercial Complex, Off- Waghawadi Road, Opp. Gulista Ground",364002,Bhavnagar,Gujarat
PNB,Gandhinagar (Gandhinagar),"2nd Floor, Shop No.-208, White House, Sector- 11, Gandhi Nagar",382010,Gandhinagar,Gujarat
PNB,Himat Nagar (Himat Nagar),"Shop no. 209, Second Floor, Sun Complex 2, behind Navjivan Dalbati Motipura, Himatnagar",383001,Himmatnagar,Gujarat
PNB,Jamnagar (Jamnagar),"Office no 403, Corporate House, PN Marg, Opp SNT.Anns School Jamnagar",361008,Jamnagar,Gujarat
PNB,Jamnagar (Jamnagar-Roshni),"1st Floor, 101, Platinum, Near Jogger Park Road, Park Colony, Jamnagar",361008,Jamnagar,Gujarat
PNB,Junagadh (Junagadh),"Unit no.102 & 103, First Floor, Platinum-2, College Road, Near Motibaug, Junagadh",362001,Junagadh,Gujarat
PNB,Keshod (Keshod),"2nd Floor, Shiv Complex, Opposite Taluka Panchayat Office, Veraval Road, Keshod",362220,Keshod,Gujarat
PNB,Keshod (Veraval Road),"2nd Floor, Shiv Complex, Opposite Taluka Panchayat Office, Veraval Road, Keshod",362220,Keshod,Gujarat
PNB,Mehsana (Mehsana),"Shop No. 10, First Floor, Rajendra Estate, Opp. Gayatri Temple, Ahmedabad Highway, Mehsana",384002,Mehsana,Gujarat
PNB,Morbi (Sanala Road),"Shop No- 102-103, First Floor, Umiya Square, Near Umiya Circle, Sanala Road, Morbi",363641,Morbi,Gujarat
PNB,Rajkot (Moti Tanki Chowk),"Office No. 101, Business Park-1, Opp. Ratnam Hospital, Opp. Eagle Travels, Moti Tanki Chowk, Rajkot",360001,Rajkot,Gujarat
PNB,Rajkot (Rajkot),"404-406, Fourth Floor, Kings Plaza, Astron Chowk, Rajkot",360001,Rajkot,Gujarat
PNB,Surat (Adajan),"305-308, Third Floor, Titanium Square, Adajan Char Rasta, Adajan, Surat",395009,Surat,Gujarat
PNB,Surat (Ring Road),"Office No. 206-A&B, Second Floor, Trividh Chamber, Opp. Fire Station, Nr. Rushabh Petrol Pump, Surat",395003,Surat,Gujarat
PNB,Surat (Vesu),"UG-4, Milestone Milagro, Nr. Someshwar Char Rasta, Udhana Magdalla Road, Vesu, Surat",395007,Surat,Gujarat
PNB,Surendranagar (Surendranagar),"Labh-1 Complex, 3rd Floor, Shop No.-304 & 305, Opposite M. P. Shah Arts & Science College, Main Road",363002,Surendranagar,Gujarat
PNB,Vadodara (Vadodara),"331, Third Floor, Trivia Complex, Natu Bhai Circle, Vadodara",390007,Vadodara,Gujarat
PNB,Vadodara (Vadodara-Roshni),"2nd Floor, 209, Darshanam, Darshanam Cross Road, Soma Talav Char Rasta, Vadodara",390025,Vadodara,Gujarat
PNB,Vapi (Vapi),"Shop no SA-12, 2nd Floor, Solitaire Business Center, Vapi Silvassa road Vapi, Gujarat",396191,Vapi,Gujarat
PNB,Faridabad (Faridabad),"SCO No-136, 1st Floor, Huda Market, Above Allahabad Bank, Sector-21 C, Faridabad, Haryana",121003,Faridabad,Haryana
PNB,Faridabad (Faridabad-Roshni),"1st Floor, Plot No.67 & 68, Type-B, Nehru Ground, New Township, Tehsil- Badkhal, District-Faridabad-121001, Haryana",121001,Faridabad,Haryana
PNB,Gurugram (Gurugram),"SCO No. 391, Sector - 29, Urban Estate, Near Iffco Chowk Metro Station, Gurugram-122001",122001,Gurgaon,Haryana
PNB,Gurugram (Gurugram-Roshni),"1st & 2nd Floor, Shop No. 164, Sector-14, Huda Market, Gurugram-122007, Haryana",122007,Gurgaon,Haryana
PNB,Gurugram (Sohna Road),"Unit No- 33,34 & 35, Ground Floor, Spaze Platinum Tower, Sector 47, Gurugram-122001, Haryana",122001,Gurgaon,Haryana
PNB,Hisar (Hisar),"Plot No-57 to 60, 2nd Floor, Kamla Palace, Red Square Market, Near Main Telephone Exchange, Hisar-125001",125001,Hisar,Haryana
PNB,Karnal (Karnal),"SCO 218-219, 1st Floor, Sector 12, Part 1, City Centre Huda, Karnal - 132001",132001,Karnal,Haryana
PNB,Rohtak (Rohtak),"1st floor, F-236, Balmev Plaza, Model Town, Delhi Road, Rohtak -124001",124001,Rohtak,Haryana
PNB,Jamshedpur (Jamshedpur),"Badhani Trade Centre, 3rd Floor, R. Road, Bistupur, Jamshedpur-831001, Jharkhand",831001,Jamshedpur,Jharkhand
PNB,Ranchi (Ranchi),"Office No-604, 6th floor, Eastern Mall, Dangra Toli Chowk, Lalpur, Ranchi-834001, Jharkhand",834001,Ranchi,Jharkhand
PNB,Attibele/Chandpura (Anekal Main Road),"1st Floor, YVS Tower, Anekal Main Road, Chandapura-560099",560099,Anekal,Karnataka
PNB,Bengaluru (Bannerghatta),"Ground Floor, #57/53, S V Arcade, Bilekahalli Main Road, Off Bannerghatta Road, Bangalore, Karnataka – 560076",560076,Bangalore,Karnataka
PNB,Bengaluru (Indira Nagar),"#130/1, 1st Main road, Domlur 2nd stage, 2nd Phase, Indira nagar, Bangalore – 560071",560071,Bangalore,Karnataka
PNB,Bengaluru (Jayanagar),"No. 40, Jodh Tower, 1st floor, 27th Cross, 5th Main Road, Jayanagar 4th block, Bengaluru-560011",560011,Bangalore,Karnataka
PNB,Bengaluru (Magadi),"2nd Floor, Plot No.- 8, Myna Arcade, Kachohalli Cross, Next to HP Petrol Pump, Magadi Main Road, Chikkagolara, Bangalore - 562162",562162,Bangalore,Karnataka
PNB,Bengaluru (Malleshwaram),"39/1, 1st Floor, 1st Cross, Malleshwaram, Opposite to Raja Shankar playground, Bangalore – 560003",560003,Bangalore,Karnataka
PNB,Bengaluru (Marathahalli),"#56, Sai Arcade, 3rd floor, Marathahalli Ring Road, Devarabisanahalli, Bangalore - 560103",560103,Bangalore,Karnataka
PNB,Bengaluru (Sarjapur),"2nd Floor, No. 303/65/1a, Kaikondrahalli, Sarjapura Main Road, Carmelram Post, Bengaluru (Bangalore) Urban – 560035",560035,Bangalore,Karnataka
PNB,Bengaluru (Vijayanagar),"1125/12, Ground Floor, Hampi Nagar, Vijayanagar, Bangalore-560104",560104,Bangalore,Karnataka
PNB,Chikballapur (Chikballapur),"1st Floor, 400/12, Shop No 5, First Floor, URBANIA, Sitrus City, BB road, Thumakalahalli, Chikkaballapur - 562103",562103,Chikballapur,Karnataka
PNB,Hoskote (KR Road),"1st floor, Khayum complex, Opposite to Govt. school, KR Road, Hoskote, Bangalore -562114",562114,Hoskote,Karnataka
PNB,Hubli (Hubli),"3rd floor, Khatariya Trade Centre, opp satellite complex koppika road, Hubli – 580029",580029,Hubli,Karnataka
PNB,Kanakpura (Kanakpura),"2nd Floor, 6-2-41, Opposite Forest Office, M G Road, Kanakapura - 562117, Karnataka",562117,Kanakpura,Karnataka
PNB,Kengeri (Lakshmi Vilas bank),"Ground floor, No.30, 2nd Main road, Opposite to Lakshmi Vilas bank, Kengeri, Bangalore-560060, Karnataka",560060,Kengeri,Karnataka
PNB,Mangalore (Mangalore),"2nd floor, cabin 7 & 8, kushe sadan, KR Rao road, Near PVS Circle, Kodialbail, Mangalore-575003",575003,Mangalore,Karnataka
PNB,Mysore (Mysore),"1st Floor, Adarsh Plaza, 2906, Kantraj urs road, Opp SBI, near Fire Brigade, Saraswathi puram, Mysore – 570009",570009,Mysore,Karnataka
PNB,Nelamangala (Nelamangala),"2nd Floor, no. 45, Binnimangala Village, Arasinakunte Gram Panchayath, Kasaba Hobli, Neelmangala Taluk, Bangalore Rural District-562123",562123,Nelamangala,Karnataka
PNB,Tumkur (Tumkur),"No.4, Renuka Complex, 1st floor, Upstairs of N.R.Metal, landmark: near Malbar Gold and Diamonds, B.H. Road, Tumkur-572102",572102,Tumkur,Karnataka
PNB,Yelahanka (Yelahanka),"2nd Floor, No. 704, HMT Layout, Vidyaranyapura, Bangalore North Taluk, Ward-9, Pin-560097, Karnataka",560097,Yelahanka,Karnataka
PNB,Cochin (Cochin),"1st Floor, R P Arcade, Adjacent to Gold Souk Mall, Near Railway Overbridge, Ponnuruni, Vytilla, Cochin – 682019",682019,Cochin,Kerala
PNB,Kollam (Kollam),"Raj Plaza, 1st floor, Kilikolloor, PO, Randamkutty, Kollam – 691004",691004,Kollam,Kerala
PNB,Kozhikode (Kozhikode),"Door No 5/2549 J, 1st floor, Joselas Galleria, opp Malabar Christian College, H S School, Wayanad Road, Kozhikode – 673001",673001,Kozhikode,Kerala
PNB,Palakkad (Palakkad),"Door no 40/48 & 40/49, 2nd floor of Mannil Arcade Complex, Yakkara Village, Palakkad-678701",678701,Palakkad,Kerala
PNB,Thiruvananthapuram (Thiruvananthapuram),"F1, KEK Tower, First Floor, Opp. To Trivandrum Development Authority, Vazhuthacaud, Trivandrum-695010",695010,Thiruvananthapuram,Kerala
PNB,Thrissur (Thrissur),"Ambalikkala Tower, 12/155/126, 2nd Floor, South Amman Kovil Street, near Kothapuram Over Bridge, Thrissur-680004",680004,Thrissur,Kerala
PNB,Bhopal (Bhopal),"1st Floor, 131/10, Zone II, M P Nagar, Tehsil Huzur, Bhopal, Madhya Pradesh - 462003",462003,Bhopal,Madhya Pradesh
PNB,Dewas (Dewas),"Plot No. 12, First Floor, Tarani colony, Dewas-455001",455001,Dewas,Madhya Pradesh
PNB,Guna (Guna),"2nd Floor, Shri Radhe Heights, Mahaveerpura, AB Road, Near TATA Car Showroom, Guna, Madhya Pradesh – 473001",473001,Guna,Madhya Pradesh
PNB,Gwalior (Gwalior),"3rd Floor, 45A, Alaknanda Tower, City Centre, Gwalior - 474001",474001,Gwalior,Madhya Pradesh
PNB,Gwalior (Gwalior-Roshni),"2nd Floor, Rammay Building, F-1 Sachin Tendulkar Marg, Govindpuri, Gwalior-474011, Madhya Pradesh",474011,Gwalior,Madhya Pradesh
PNB,Indore (Annapurna),"Ground Floor, Plot No.-02, Greater Vaishali Colony, Gopur Square, Indore-452009, Madhya Pradesh",452009,Indore,Madhya Pradesh
PNB,Indore (MG Road),"201-A & 202, 2nd Floor, Megapolis Building, 579, MG Road, Indore, Madhya Pradesh - 452001",452001,Indore,Madhya Pradesh
PNB,Indore (RNT Marg),"Office No. 2B, 1st Floor, Corporate House, RNT Marg, Beside DAVV University, Indore - 452008, Madhya Pradesh",452008,Indore,Madhya Pradesh
PNB,Jabalpur (Jabalpur),"First Floor, 46, Ahuja Tower, Napier Town, Jabalpur, Madhya Pradesh - 482001",482001,Jabalpur,Madhya Pradesh
PNB,Khargone (Khargone),"Block no. C, Shop no. 313, First Floor, Radha Vallabh Market, Khargone, Madhya Pradesh – 451001",451001,Khargone,Madhya Pradesh
PNB,Khargone (Radha Vallabh Market),"Block no. C, Shop no. 313, First Floor, Radha Vallabh Market, Khargone, Madhya Pradesh – 451001",451001,Khargone,Madhya Pradesh
PNB,Mandsaur (Rani Laxmi Bai Choraha),"First Floor, Plot No. 40, M.N. 39, Survey no. 37, Mira Colony, Village Kityani, Rani Laxmi Bai Choraha, Sanjeet Naka, Mandsaur - 458001",458001,Mandsaur,Madhya Pradesh
PNB,Narmadapuram (Narmadapuram),"Ground Floor, Ward No. -7, Beside Federal Bank, Sadar Bazar, Narmadapuram, Madhya Pradesh – 461001",461001,Narmadapuram,Madhya Pradesh
PNB,Neemuch (LIC Road),"First Floor, Bangala No. 24, Ward No. 26, LIC Road, Neemuch-458441, Madhya Pradesh",458441,Neemuch,Madhya Pradesh
PNB,Pithampur (Mhow-Neemuch Road),"First floor of “Indrasan Tower-2” constructed on Plot no. 59, 60, 67 & 68 situated at “Sanskar Velly” Behind SBI Bank, Mhow-Neemuch Road, Sector-1, Pithampur, Dist. – Dhar – 454775",454775,Pithampur,Madhya Pradesh
PNB,Pithampur (Pithampur),"First floor of “Indrasan Tower-2” constructed on Plot no. 59,60, 67 & 68 situated at “Sanskar Velly” Behind SBI Bank, Mhow-Neemuch Road, Sector-1, Pithampur, Dist. –Dhar – 454775",454775,Pithampur,Madhya Pradesh
PNB,Ratlam (Freegunj Road),"First Floor, Plot No- 102/103, Freegunj Road, Dobati, Ratlam, Madhya Pradesh - 457001",457001,Ratlam,Madhya Pradesh
PNB,Ratlam (Ratlam),"First Floor, Plot No- 102/103, Freegunj Road, Dobati, Ratlam, Madhya Pradesh - 457001",457001,Ratlam,Madhya Pradesh
PNB,Rewa (Allahabad Road),"Pathak Complex, First Floor, In front of Mishra Petrol Pump, Near Jyoti Higher Secondary School, Allahabad Road, Nehru Nagar, Rewa – 486001",486001,Rewa,Madhya Pradesh
PNB,Sagar (Sagar),"2nd Floor, Kaveri Complex, Narsingpur Road, Makroniya, Sagar-470004, Madhya Pradesh",470004,Sagar,Madhya Pradesh
PNB,Satna (Rewa Road),"2nd Floor, Parijat Complex, Rewa Road, Satna, Madhya Pradesh - 485001",485001,Satna,Madhya Pradesh
PNB,Satna (Satna),"2nd Floor, Parijat Complex, Rewa Road, Satna, Madhya Pradesh - 485001",485001,Satna,Madhya Pradesh
PNB,Shivpuri (Shivpuri),"1st Floor, Dileep Medical Store, Kamlaganj, Shivpuri-473551, Madhya Pradesh",473551,Shivpuri,Madhya Pradesh
PNB,Sidhi (Ganga Dharam Kata),"Ground Floor, Brijesh Singh House, Ward No: 11 Ganga Dharam Kata Infront of Gandhipur Uttar karaodiya Sidhi - 484771",484771,Sidhi,Madhya Pradesh
PNB,Ujjain (Bhoj Marg),"Office No. 103, First Floor, Smart Trade, Bhoj Marg, Freegunj, Ujjain - 456001",456001,Ujjain,Madhya Pradesh
PNB,Ujjain (Ujjain),"First Floor, Gangotri, 90, Tatya Tope Marg, Freegunj, Ujjain, Madhya Pradesh",456001,Ujjain,Madhya Pradesh
PNB,Ahmednagar (Ahmednagar),"Unit No- 203, Second Floor, Sai Midas Touch, Nagar- Manmad Road, Near Panchsil Hotel, Savedi, Ahmednagar, Maharashtra",414003,Ahmednagar,Maharashtra
PNB,Akola (Akola),"Chamber no. 202, Second Floor, Yamuna Plaza Commercial Complex, Infront of Nisarg Garden, Murtizapur Road, Toshniwal Layout, Akola, Maharashtra",444001,Akola,Maharashtra
PNB,Akola (Murtizapur Road),"Chamber no. 202, Second Floor, Yamuna Plaza Commercial Complex, Infront of Nisarg Garden, Murtizapur Road, Toshniwal Layout, Akola, Maharashtra",444001,Akola,Maharashtra
PNB,Ambernath (Kalyan Badlapur Road),"Shop No. 137, Glove Business Park, Kalyan Badlapur Road, Ambernath West - 421503, Maharashtra",421503,Ambernath West,Maharashtra
PNB,Amravati (Amravati),"2nd Floor, Raka Mall, Jaistambh Chowk, Amravati, Maharashtra",444601,Amravati,Maharashtra
PNB,Aurangabad (Aurangabad),"E-1, E-2 & E-3, Fourth Floor, Aurangabad Business Centre, Adalat Road, Aurangabad, Maharashtra",431001,Aurangabad,Maharashtra
PNB,Bhiwandi (Bhiwandi),"1st Floor, Shop No. 5, Building Type A, Surya Excellency, Norpoli, Bhiwandi - 421305, Maharashtra",421305,Bhiwandi,Maharashtra
PNB,Bolinj(Virar) (Virar West),"Office No. 201, B-Wing, Second Floor, Sugandhi Height, Kharodi Naka, Station Road, Virar West, Palghar- 401303, Maharashtra",401303,Palghar,Maharashtra
PNB,Chandrapur (Nagpur Road),"Shop No. 1, Office No. 1, Upper Ground, Gaj Tower Survey No. 62/2, Wadgaon Phata, Nagpur Road, Chandrapur - 442401, Maharashtra",442401,Chandrapur,Maharashtra
PNB,Chinchwad (Station Road),"1st Floor, Unit No- 103-104, Gokhle Plaza, Station Road, Chinchwad, Pune-411033, Maharashtra",411033,Pune,Maharashtra
PNB,Jalgaon (Jalgaon),"Office No. 5-6-7-8, Third Floor (East Part), Gitai Plaza, CTS no. 2672A/1, Plot No. 22, Patap Nagar, Behind ICICI Bank, Jalgaon, Maharashtra",425001,Jalgaon,Maharashtra
PNB,Karjat (Near Municipal Office),"Office no. 22, First Floor, Shree Siddhi Vinayak Plaza, Near Municipal Office, Karjat, Maharashtra - 410201",410201,Karjat,Maharashtra
PNB,Khamgaon (Nandura Road),"Shop No 203 sami samarth Complex, Nandura Road Khamgaon - 444303, Maharashtra",444303,Khamgaon,Maharashtra
PNB,Kolhapur (Kolhapur),"401/402, Fourth Floor, Matoshri Plaza, Venus Corner, Shahupuri, Kolhapur, Maharashtra",416001,Kolhapur,Maharashtra
PNB,Mira Road (Rly. Station Road),"Shop No. P01 & P02, First Floor, Bldg., No.7, Sidharth Nagar CHS Ltd., Opp. Snehanjali Showroom, Rly. Station Road, Mira Road (East) - 401107, Maharashtra",401107,Mira Road,Maharashtra
PNB,Mumbai (Andheri),"Office No – 2 & 3, Ground Floor, Baba House, Plot no. 86, B.L Bajaj Road,Near WEH Metro Station, Andheri (East), Mumbai – 400093",400093,Mumbai,Maharashtra
PNB,Mumbai (Boisar),"2B, Second Floor, Ameya Park, Navapur Road, Boisar [West,] Maharashtra - 401501",401501,Boisar,Maharashtra
PNB,Mumbai (Boisar-Roshni),"Shop No.101, 1st Floor, Harmony Plaza, Boisar Tarapur Road, Boisar West, District Palghar – 401501,Maharashtra",401501,Palghar,Maharashtra
PNB,Mumbai (Borivali),"203 & 204-A, Second Floor Western Edge-I, Near WE Highway, Magathane, Borivali (East). Mumbai, Maharashtra – 400066",400066,Mumbai,Maharashtra
PNB,Mumbai (Fort),"Shop no. 4,5,6, Ground Floor, Wadia Building, Dalal Street, Fort, Mumbai, Maharashtra - 400001",400001,Mumbai,Maharashtra
PNB,Mumbai (Ghatkopar),"Office No. 601-602, Sixth Floor, Presidential Plaza, L.B.S. Marg, Opposite R City Mall, Ghatkopar (West), Mumbai – 400086, Maharashtra",400086,Mumbai,Maharashtra
PNB,Mumbai (Kalyan),"Office no-2-3, Third Floor, Swami Tirth Bulding No. 5, Shelar Park, Near Khadakpada Circle,Kalyan (West), Maharashtra- 421301",421301,Kalyan,Maharashtra
PNB,Mumbai (Navi Mumbai),"5th Floor, Flat No. 508-509,Persipolis Building, Sector -17,Vashi, Navi Mumbai, Maharashtra - 400703",400703,Mumbai,Maharashtra
PNB,Mumbai (Panvel),"Office No. 6-B, First Floor, Neel Empress CHSL, Plot No.92-93, Sector 1/S, Near HDFC Circle, New Panvel, Maharashtra - 410206",410206,Panvel,Maharashtra
PNB,Mumbai (Thane),"Office No. 204 Second Floor Dev Corpora Cadbury Junction Eastern Express Highway Thane West, Maharashtra - 400601",400601,Thane,Maharashtra
PNB,Mumbai (Virar),"302, Third Floor, Riddhi Arcade, 100ft Narangi Bypass Road, Near Big Bazar, Virar (West) Maharashtra - 401303",401303,Virar,Maharashtra
PNB,Nagpur (Nagpur),"Apartment No. 301, 3rd Floor, Plot No. 1 & 2, Gupta House, Ravindranath Tagore Marg, Civil Lines, Nagpur, Maharashtra - 440001",440001,Nagpur,Maharashtra
PNB,Nagpur (North Bazar Road),"Chamber NO. 401 & 402, Fourth Floor, Swami Samarth Commercial Complex, 4, Buty Layout, Gokulpeth, North Bazar Road, Nagpur - 440010",440010,Nagpur,Maharashtra
PNB,Nashik (Nashik),"201/202, 2nd Floor, Metro 99 Commercial Complex, Collage Road, Nasik, Maharashtra - 422005",422005,Nashik,Maharashtra
PNB,Nashik (Nashik Road),"2nd Floor, Dnyaneshwar Bhavan, Above TJSB Bank, Nashik Road, Nashik-422101, Maharashtra",422101,Nashik,Maharashtra
PNB,Old Panvel (Mahatma Phule Road),"Office No. 5, First Floor, Virupaksha Apartment, Opp. Virupaksha Mandir, Mahatma Phule Road, Panvel, Dist-Raigad – 410206",410206,Raigad,Maharashtra
PNB,Palghar (Dahanu),"Ground Floor, Shop No. 31, Janardhan Arcade, Station Road, Dahanu Road (West) ,Palghar, Maharashtra",401602,Palghar,Maharashtra
PNB,Pen (Pen),"Second Floor, SR Complex, Opp. Raigad Bazar, Pen, Maharashtra",402107,Raigad,Maharashtra
PNB,Pune (J M Road),"5 A,B,C,D, Fifth Floor, Sheerang House, Opp. Jangli Maharaj Temple, J M Road, Shivaji Nagar, Pune, Maharashtra",411005,Pune,Maharashtra
PNB,Pune (Kharadi),"Third Floor, Ganlaxmi Complex, Survey no.08, Hadapsar Kharadi Bypass Road, Kharadi, Pune, Maharashtra",411014,Pune,Maharashtra
PNB,Pune (Kondhwa),"560, Fifth Floor, Marvel Vista, S.no 599A=598+593A, Sahney Sujan Park, Lulla Nagar, Pune, Maharashtra",411040,Pune,Maharashtra
PNB,Pune (Pimpri),"Office No. 302, 3rd Floor, Gheewala complex, Station Road, Chinchwad, Pune, Maharashtra",411019,Pune,Maharashtra
PNB,Pune (Warje),"12, Spandhan, Survey No. 117/1, Popular Nagar, Warje, Pune, Maharashtra",411052,Pune,Maharashtra
PNB,Raigad (Roha),"1st Floor, Office No-1, Shivkrupa Housing Society, Opposite Jain Temple, Roha, Raigad – 402109, Maharashtra",402109,Raigad,Maharashtra
PNB,Ratnagiri (Ratnagiri),"Shop No. 104, First Floor, Shankheshwar Complex, Arogya Mandir, Ratnagiri, Maharashtra",415612,Ratnagiri,Maharashtra
PNB,Sangli (Sangli),"Flat No: 106, C. S. No.- 468, Adityasai, Landmark, Near Ram Mandir to Civil Lines Hospital Road, Sangli – 416416",416416,Sangli,Maharashtra
PNB,Swargate,"No. 5, Shrirang House, A/B/C/D, Jangali Maharaj Rd, near Pashankar Auto, Shivajinagar, Pune, Maharashtra",411005,Pune,Maharashtra
PNB,Wagholi (Opp. BJS College),"A-302 & A-303, 3rd Floor, Oxy Primo, Opp. BJS College, Bakori Phata, Wagholi- 412207, Pune-Maharashtra",412207,Pune,Maharashtra
PNB,Wardha (Wardha),"2nd Floor, Above Deshkar Studio, Socialist Chowk, Main Road, Wardha-442001, Maharashtra",442001,Wardha,Maharashtra
PNB,Washim (Rishod Road),"Shop No. 1,2,3, First Floor, Paras Plaza 1, Above HDFC Bank, Rishod Road, Washim – 444505",444505,Washim,Maharashtra
PNB,Bhubaneswar (Bhubaneswar),"Office No. 1 & 2, 5th Floor, Block -2, Bhawani Mall, Saheed Nagar, Bhubaneshwar- 751007, Odisha",751007,Bhubaneswar,Odisha
PNB,Chandigarh (Chandigarh),"SCO 323-324, First Floor SEC 35 B, Chandigarh - 160008",160008,Chandigarh,Punjab
PNB,Jalandhar (Jalandhar),"SCO - 44, Ist Floor. PUDA Complex, Jalandhar – 144001",144001,Jalandhar,Punjab
